Data,Produto,Preço,URL
20/04/2026 10:04:55,Espelho Decorativo Short Strip Branco Alça Corino Café 60 Cm,36% OFF no Pix,https://www.mercadolivre.com.br/apple-iphone-15-128-gb-preto/p/MLB27623301
